Results of test:
Obj.nr,		True class,		Assigned class
	0				1				1
	1				1				1
	2				1				1
	3				2				2
	4				2				2
	5				2				2
	6				3				3
	7				3				3
	8				3				3
	9				3				3
	10				3				3
	11				3				3
	12				3				3
	13				3				3
	14				3				3
	15				1				1
	16				1				1
	17				3				3
	18				2				2
	19				2				2
	20				2				2
	21				2				2
	22				3				3
	23				3				3
	24				3				3
	25				2				2
	26				2				2
	27				2				2
	28				2				2
	29				2				2
	30				2				2
	31				2				2
	32				2				2
	33				2				2
	34				1				1
	35				2				2
	36				2				2
	37				2				2
	38				1				1
	39				2				2
	40				1				1
	41				2				2
	42				1				1
	43				1				1
	44				1				1
	45				3				3
	46				3				3
	47				3				3
	48				3				3
	49				3				3
	50				3				3
	51				3				3
	52				3				3
	53				3				3
	54				3				3
	55				3				3
	56				3				3
	57				3				3
	58				3				3
	59				2				2
	60				2				2
	61				2				2
	62				1				1
	63				2				2
	64				2				2
	65				1				1
	66				2				2
	67				2				2
	68				2				2
	69				2				2
	70				2				2
	71				2				2
	72				2				2
	73				2				2
	74				2				2
	75				1				1
	76				2				2
	77				1				1
	78				2				2
	79				2				2
	80				2				2
	81				2				2
	82				2				2
	83				2				2
	84				1				1
	85				1				1
	86				2				2
	87				2				2
	88				2				2
	89				3				3
	90				3				3
	91				3				3
	92				1				1
	93				3				3
	94				3				3
	95				3				3
	96				3				3
	97				2				2
	98				2				2
	99				2				2
	100				2				2
	101				2				2
	102				2				2
	103				2				2
	104				2				2
	105				2				2
	106				2				2
	107				3				3
	108				1				1
	109				3				3
	110				3				3
	111				1				1
	112				3				3
	113				2				2
	114				2				2
	115				2				2
	116				2				2
	117				2				2
	118				2				2
	119				2				2
	120				2				2
	121				2				2
	122				2				2
	123				2				2
	124				2				2
	125				2				2
	126				2				2
	127				2				2
	128				2				2
	129				2				2
	130				2				2
	131				2				2
	132				2				3
	133				2				1
	134				2				2
	135				2				1
	136				2				2
	137				2				1
	138				3				3
	139				3				3
	140				3				3
	141				3				3
	142				3				3
	143				3				3
	144				3				3
	145				3				3
	146				3				3
	147				3				3
	148				3				2
	149				3				3

Error rate:	3.3333%

Confusion matrix R: 
	0		1		2		3	
	1		20		0		0	
	2		3		76		1	
	3		0		1		49	


Confusion matrix P: 
	0.0000		1.0000		2.0000		3.0000	
	1.0000		100.0000		0.0000		0.0000	
	2.0000		3.7500		95.0000		1.2500	
	3.0000		0.0000		2.0000		98.0000	


Confidence matrix Q: 
	0.0000		1.0000		2.0000		3.0000	
	1.0000		86.9565		13.0435		0.0000	
	2.0000		0.0000		98.7013		1.2987	
	3.0000		0.0000		2.0000		98.0000	


Reduced set: 
3		0.1708		0.1495		-0.6746		0.6934		-1.4290		-1.1614		2.2389		-0.8989		2.4766		-0.8549	
2		-0.0269		-0.0381		-0.0085		0.3298		-1.0706		-1.1614		1.4673		-0.8989		1.9864		-0.8549	
3		-0.0509		-0.7742		-0.8241		0.4751		-1.4290		-1.1614		2.0497		-0.8989		1.5407		-0.8549	
2		0.2542		0.1460		1.6654		0.8468		-0.8542		-1.1614		1.4344		-0.8989		1.7934		-0.8549	
3		0.8083		3.2814		3.2586		2.1572		-1.4290		-1.1614		2.1316		-0.8989		1.5524		-0.8549	
2		0.4606		0.2381		0.4905		0.9877		-0.6691		-1.1253		1.0167		-0.8989		1.0106		-0.8549	
3		0.5336		0.2285		0.7202		0.7854		-1.1629		-1.1614		0.8097		-0.8989		0.9415		-0.8549	
3		0.0959		-0.4801		0.3932		0.1139		-1.1210		-1.1614		0.6390		-0.8989		1.0173		-0.8549	
2		0.9206		1.4555		2.3673		2.0122		-1.2835		-1.1614		1.3218		-0.8989		1.0494		-0.8549	
3		0.1964		0.5618		-0.0794		-0.2639		-0.9891		-1.1614		0.4793		-0.8989		1.1649		-0.8549	
3		0.5381		0.2877		-0.4760		0.4360		-1.4290		-1.1614		0.6242		-0.8989		0.7192		-0.8549	
2		1.1803		2.5264		3.1746		1.5448		-0.9201		-1.1614		1.4915		-0.4914		1.0494		-0.2800	
2		0.2066		-0.6161		0.7244		0.2163		-0.3492		-1.0955		0.5535		-0.8989		0.6760		-0.8549	
3		1.0580		1.5684		2.1233		1.9103		-1.1504		-1.1614		1.1277		-0.8989		0.5959		-0.8549	
2		0.3735		0.0554		0.0620		0.0042		-0.7787		-1.1028		0.3005		-0.8701		0.5050		-0.8549	
3		0.2477		0.6260		1.4717		-0.1861		-0.7747		-1.1614		0.3697		-0.8989		0.6074		-0.8549	
3		1.3315		0.3707		-0.7407		1.1286		-1.2010		-1.1614		0.5370		-0.8989		0.2882		-0.8549	
3		1.2567		0.6875		1.0254		0.6039		-0.7760		-1.1614		0.6958		-0.8989		0.2669		-0.8549	
2		0.4000		1.9330		1.5240		-0.2370		-0.4778		-1.0796		0.3479		-0.8719		0.4201		-0.8281	
2		0.5928		-0.2057		-0.1854		0.4441		-0.1638		-0.4350		0.1403		-0.4767		0.0711		-0.5817	
3		1.9431		2.4727		1.8481		0.7279		-1.2925		-1.1614		0.3609		-0.8989		0.4363		-0.8549	
2		1.2199		0.4419		0.9622		0.2551		-0.8971		-1.1614		0.0410		-0.8989		0.0492		-0.8549	
2		0.4948		0.4923		2.1456		0.1721		-0.0126		-0.5685		0.1499		-0.8989		0.1468		-0.8549	
3		0.4681		-0.2433		0.0076		-0.2014		-0.9437		-1.1614		-0.0865		-0.8989		-0.1967		-0.8549	
3		0.9406		0.7146		0.6093		-0.3835		-0.7291		-1.1614		-0.0946		-0.8989		-0.0592		-0.8549	
2		0.0971		0.2509		0.1031		0.2764		0.5155		0.3680		-0.1583		-0.1179		-0.0608		-0.2461	
3		1.2701		3.4425		3.5173		1.1649		-1.4290		-1.1614		0.5874		-0.8989		0.2889		-0.8549	
2		-0.0067		0.1144		-0.0904		-0.4936		0.2429		-0.1395		-0.2742		-0.8989		-0.1891		-0.8549	
3		-0.0821		0.9186		1.0032		-0.7213		-0.9944		-1.1614		-0.3009		-0.8989		-0.2940		-0.8549	
2		1.4142		2.6253		3.3767		1.2133		-0.9600		-1.1614		0.2070		-0.8989		0.1102		-0.7602	
2		0.1073		0.2527		1.1819		-1.0379		0.1035		-0.3709		-0.2932		-0.8989		-0.2255		-0.8549	
2		1.4119		2.2911		3.4289		0.0110		-0.4981		-1.0895		0.2036		-0.5793		0.0173		-0.4659	
2		-0.2785		2.2457		1.2770		-0.2134		0.2642		0.1157		-0.4000		-0.5985		-0.0117		-0.6155	
2		0.3259		2.2147		2.1485		0.9726		0.3357		0.3173		-0.0970		-0.0167		-0.1117		-0.1491	
3		1.4635		2.5646		2.6683		0.9523		-1.0200		-1.1614		-0.0532		-0.8989		-0.1508		-0.8549	
2		-0.4087		-0.5515		-0.6806		-0.5760		0.7139		0.6066		-0.4854		-0.2173		-0.2685		-0.3033	
1		-0.1816		1.2096		-0.2809		-0.4183		0.6459		-0.2863		-0.5656		-0.8989		-0.4196		-0.8549	
1		0.1270		1.5034		1.3713		1.1213		0.8475		0.7646		-0.4523		0.6549		-0.7102		0.1877	
1		1.1672		2.0255		3.0628		0.7790		0.0410		-0.7343		-0.5694		-0.8989		-0.5954		-0.8549	
1		-0.8806		-0.4069		-0.1459		-0.9433		0.9293		0.9275		-0.8436		-0.3274		-0.7867		-0.3742	
1		-0.0110		1.4542		1.8942		1.2041		0.6966		0.3405		-0.8157		-0.8989		-0.7965		-0.8549	
2		-0.1797		3.1546		2.0670		-0.8167		0.4571		0.3690		-0.6530		-0.1179		-0.5750		-0.2965	
1		0.1316		3.3106		0.9688		0.1482		0.8849		0.6726		-0.6877		-0.2866		-0.7577		-0.3572	
1		-0.7583		0.8107		-0.1666		0.3676		0.7936		0.9133		-0.9061		1.0560		-0.8449		1.0560	
2		0.5347		6.3422		1.0649		0.1525		0.0431		-0.1819		-0.7499		-0.3047		-0.7530		-0.4407	
